rating,review,userName,title,date,company
1,Charged me 300% the ride rate!!!,Rahime96,Outrageous Rates,2024-09-10 08:19:09-07:00,little
5,I was overcharged for a very short distance. Also the driver was moving at an extremely slow pace so that the trip takes more time.,TanWN,Overcharged,2024-08-09 05:40:53-07:00,little
5,I have no complaints on my side I love the app,001mombasa,Amazing app,2024-08-04 21:06:16-07:00,little
4,The map doesn’t update as quickly as possible and not elaborate.,snjagi,Map,2024-08-02 03:21:20-07:00,little
4,Need to add a change of driver button for those moments when drivers ask you to end trip for a reason or another so that you don’t have to keep resetting your trip all over again.,CJMMP,Change of drivers,2024-05-10 01:34:35-07:00,little
3,The vehicles are comfortable and service is good. The app is terrible. The map is also not too useful.,"geez, why do i need a nickname","Good cabs, terrible UI and UX",2024-04-22 04:40:50-07:00,little
1,The app keeps on canceling my requests and asking me to rate the drivers. I requested 6 cabs back to back and the app canceled them. When I called the drivers they said I was the one who canceled.,Desirée 2130,Cab request,2024-04-08 23:04:12-07:00,little
3,"The app is too clunky compared to competitors in the following ways:

- Too many taps / clicks are required in order to get started with a ride, which I believe is the primary reason most people use the app for.
- Long load times (the 3 dots) before information comes up or is displayed
- Random occurrences of hanging / non-responsiveness that never seem to get fixed.

Still love & recommend it since:

- It’s Kenyan made & based
- Terms and rates for drivers are favourable 
- Never had any bad experiences with Little drivers or riders",morrisiriga,Didn’t give 5 stars because…,2024-02-16 08:10:58-07:00,little
1,"We are being scammed by your drivers and we do not have a functioning number t reach anyone for assistance.

I thought this was a reliable app but unfortunately it is not.

Quite a bad experience.",Wanji1,Poor Customer Care,2024-01-30 01:33:14-07:00,little
1,"1. Simplicity! This app UI is too complex. It has everything except the kitchen sink while users simply want to request a taxi. Ask yourselves, are you Little Cab Services or Little Shopping Mall? 
2. For iOS 16+, why not use live activities for real-time ride event tracking?",MrSid.,UI redesign needed.,2024-01-18 08:22:37-07:00,little
1,Today I updated the app on my phone and now I can’t even open it. Tried to delete and reinstall but it still brings up the same issue. I have also tried to restart my phone but still the app opens and closes,Mzxritim,App Update,2023-09-16 00:47:19-07:00,little
1,The app isn’t working at all!,byb❤️,App Crash,2023-08-17 13:52:49-07:00,little
1,"Was stuck in a ride I was trying to end for more than twenty minutes because the app never sent the end code. Plus there is no direct way to reach customer care.

Very bad customer experience Little should really work on fixing these issues to better their service.",Dorina ✨,Unresponsive UI ; Even worse Customer Care,2023-06-22 04:27:20-07:00,little
5,"Please look at the GPS system, of late it does not show the actual location of the driver.",Obuyu,The Map is off,2023-05-26 08:17:29-07:00,little
5,I’m a firm believer of apps developed by Kenyans for the Panafrican market…. Little has delivered that!,Lady Nyawira,Buy Kenya Build Kenya,2023-05-16 11:24:30-07:00,little
5,The driver did not start the trip. Ruiru Kamakis to KEMU towers. Kindly bill correctly.,kamuuh,UNBILLED TRIP,2023-05-16 07:18:37-07:00,little
5,"Little App has proved to be the most effective SuperAop for users for many years in Kenya and other countries it operates in. Currently it serves well to customers with services as ride hailing, parcel delivery, logistics, food delivery, merchant payments, movie tickets and many more services from a single console of the smart phone without exiting one app. I highly recommend every user to experience it with pleasure.",Proud Kenyans,Super App - Africa’s delight,2023-05-16 04:48:25-07:00,little
5,The most convenient app in Kenya with professional drivers.,Princess Ayraa,Best app!,2023-05-16 04:39:51-07:00,little
5,The Best,POLLYOKORE,EXEMPLARY,2023-05-07 00:44:43-07:00,little
3,There’s a problem when you book with corporate. You get the notification that the ride has been approved but you can’t see it when booking a ride. It’s really frustrating especially when leaving work late after a tiresome day.,Kithome,Corporate Rides Not Working,2023-04-04 11:46:23-07:00,little
1,I have updated and it is not working. It keeps on give me an error message.,Mina202302,Not working,2023-02-22 18:38:39-07:00,little
5,No way to contact support team from app. The maps is not working si I cannot book a ride,GYLEODHIS,Maps not working,2023-02-11 04:04:20-07:00,little
4,Overall great app with reliable service providers. Would be great if trip invoice was available as a pdf document. Great work,Makc0,Invoicing,2023-02-04 05:24:11-07:00,little
5,Good and quick process from hailing the cab to pick up with no driver cancellations,SLteam,Great app,2022-12-15 00:28:20-07:00,little
3,The app has so so many steps before a user on a corporate card van request a ride. Someone actually has to be taught. Not simple and direct. Need better UX designers. The UI is however appealing,Ingrid NJ,Tedious exercise for corporate users,2022-12-02 17:54:29-07:00,little
1,The app is way complicated to use to many questions and query’s to fill also the app from my side showed to pay 550 and the drivers app indicates 680,Riz-Man80,App revisit required,2022-11-22 03:49:11-07:00,little
1,Silas was a rude driver who took a much longer route to make more.. jogoo road is clear and we live off jogoo road,Nthiga,RUDE DRIVER,2022-11-05 06:12:04-07:00,little
3,Crashes when I try to pin point my home address,maina3560,Crashing,2022-11-03 02:34:22-07:00,little
5,ONLY ONE APP THAT CATERS FOR MANY SERVICES👏🏿👏🏿👏🏿👏🏿,Etale86,GREAT SUPER APP,2022-08-16 06:20:39-07:00,little
5,Stuck at “getting thing ready”… and doesn’t move beyond this.,...sheridan...,Doesn’t work at all,2022-08-14 00:39:45-07:00,little
1,"The promo codes aren’t working yet it said verified. 
This is the second tine and the money is more than the estimate.",nonniy2,Charging,2022-07-29 10:49:20-07:00,little
1,Awful app,Kerubo 🤩,I wouldn’t recommend,2022-07-28 08:30:03-07:00,little
5,An easy driver. Not complicated,juliejada,Ms,2022-07-18 17:48:21-07:00,little
5,Liked response time and delivery,chairmundu,Promp service,2022-07-12 20:24:46-07:00,little
1,The app accepts the money and doesn’t refund incase you don’t attend a show or use their facilities provided.,dbh05,Uncooperative and unreliable,2022-07-04 06:05:23-07:00,little
1,"Payments not done on time, stay away as customer care will also waste your time!!!",Ahan75,Disappointing!,2022-06-26 04:46:02-07:00,little
3,Too slow,mandealer,Slow!!,2022-02-23 22:24:17-07:00,little
5,"The app is so busy at first glance, should be able to tell how far the driver is in minutes.",Oduor_Yv,App,2022-02-17 21:39:46-07:00,little
5,Please update your navigation system to make the rides more comfortable,xcthkhaygs,Navigation System,2022-01-21 08:05:06-07:00,little
4,Apart from there not being the courier option a lot of the time - Little is great.,Wis',Little,2022-01-01 09:05:08-07:00,little
1,I was given an estimate of 380 from Realcom house to Xpodd. Final bill was 480. I did not stop anywhere we can straight. Please rectify,ob1 ke,Overcharged,2021-08-01 21:17:49-07:00,little
2,Whenever I try to order it always crushes or goes off,Amon Mwadime,Food orders,2021-07-14 07:29:45-07:00,little
1,Have tried the whole of today to open app and raise request. All i get is blue screen with three dots forever. Ussd also nonfunctional and yet i need service,royal traveller T,Non functional app,2021-06-20 07:01:22-07:00,little
5,Very good and friendly,wamuthuku,Great service,2021-06-19 02:04:45-07:00,little
5,"I have been using Little for a while now and its been my no1 app. Drivers are friendly, and drivers literally take less then 5 mins to pick up!",vivek959,Best and reliable App in Kenya,2021-06-08 21:36:20-07:00,little
5,Easy and great,Robert C2016,Easy and great,2021-05-27 08:42:14-07:00,little
5,Proffessional,jether69,Good Job,2021-05-08 10:52:45-07:00,little
5,I like the app outlook. What I don’t like is how the app keeps closing itself when am booking a cab it’s just an inconvenience. Hope u can improve that,Nikitarose-Flo,Complaint,2021-03-07 22:42:33-07:00,little
5,Awesome ride,C.nyawira,Nicholas,2021-02-13 05:09:51-07:00,little
2,"The maps of this app are pathetic. Can’t even  let in one’s destination.
Drivers hardly available",Sikols,Very poor maps and service,2021-02-03 21:34:10-07:00,little
5,I had a great experience with the driver.  He was very courteous,KathyWaweru,KCJ,2021-01-31 09:59:28-07:00,little
4,"Too high compared to other providers.
No option of changing destination once confirmed.",Jaycee-W,Charges,2021-01-28 01:14:01-07:00,little
5,"Always a great experience riding with little cab, I have always met very friendly drivers and best rates, keep it up!",shix _2021,Mombasa trip,2021-01-23 10:33:50-07:00,little
4,Drivers need to keep their cars cleaner,Cnm254,Review,2021-01-13 01:44:24-07:00,little
1,"1.In kisumu this application keeps on buffering by the time you get online or order a cab you’ll have waited for ten minutes while your competitor   ‘Bolt ’ is instant. 
2.Train your drivers in kisumu.
3.Do a lot of marketing so that you are known just like your competitors are doing. Just a matter of time you may loose your loyal clients.",jaberana,Feedback,2020-12-29 09:49:50-07:00,little
1,"I have been wondering for days why my trip cost is always higher than what was initially approximated only to discover on the app it always shows 20Kes per Km and the final bill is 30Kes per Km. This is a scam, be honest with your pricing because either way we will discover. Definitely not using Little again.",Betty Wanjiru,Scam,2020-12-22 11:21:35-07:00,little
5,Getting a ride for a friend or relative is so difficult! Putting the pick up point and drop point keeps getting overridden by Little. It therefore takes so long and so many tries to get it right. Please know that this is Kenya. Sometimes we use your services for our relatives and friends. Make it easier to request a ride for loved one.,<mto>,Difficult App,2020-12-13 04:26:21-07:00,little
1,"Super expensive , rate on the app does not match rate after the trip",mmk huk,Disappointed,2020-12-03 08:01:11-07:00,little
5,"Hi I would like to know whether there is a driver application for iOS, thanks",KenMuasya22,Query,2020-11-26 10:04:41-07:00,little
1,"I was thoroughly embarrassed at the food court while trying to redeem points from my food wallet it just didn’t work even after sending a mail to customer care and they promised to fix the error it’s been over a month yet nothing has changed 
I can’t even load points onto my wallet this is totally unacceptable  they really should have a rethink about this business!",paachylola,User friendliness,2020-11-26 09:19:06-07:00,little
4,Very pleasant journey from the hospital with a very knowledgeable and friendly person..really enjoyed the ride back..thank you for what you do and keep it up,Nav1973,A pleasant Encounter,2020-11-20 10:47:33-07:00,little
5,Corporate rides keep creating a challenge the app is very disappointing,ayitso,Keeps failing,2020-11-16 10:27:40-07:00,little
2,"Please develop the driver app for I phone users.
Riders have it why not the driver? It’s been long now and you have been in business. 

We need The driver app on iPhone as well",sir-mart,Driver app,2020-11-11 18:45:03-07:00,little
1,Downloaded this app a while ago to try it only to find out it doesn't open. Now they have discounts and app doesn't work I wonder how people will redeem their vouchers 🤔,Wanyee road,App doesn't open,2020-11-06 23:02:26-07:00,little
5,"Great app and innovative ideas like ambulance, and little van",Kk Kenya,Excellent app. Support local businesses!,2020-10-27 00:26:20-07:00,little
1,This is literally the most expensive and worst cab app ever.,LeRunningSloth,The worst,2020-10-26 02:33:24-07:00,little
5,Really nice.. I enjoyed it. Will be riding it again.,breysah,Good ride,2020-10-24 07:56:15-07:00,little
1,"Today I took my first ride with this app after having a discount of 150/-  in my wallet account. My female driver named Julita in SILVER TOYOTA PASSO was very rude and she used a longer route aside from the one on the map and went ahead to charge me the full amout claiming that “habebangi bure”, meaning she does not carry for free. The 150/- in my wallet account was still transferred to her account. 

I filed a complaint but still no response.",cakes and creams,Bad experience,2020-10-22 07:25:28-07:00,little
5,Pls develop a driver app fr ios users,Butcherhaha,Driver app,2020-10-15 23:24:16-07:00,little
5,It’s good to ride with little cub,kawallah,Good ride,2020-10-04 13:38:50-07:00,little
1,I don't understand why they gave an estimate of 540 to 600 then later end trip to kes 750.,scam revealer,Scam,2020-10-01 08:51:20-07:00,little
1,Took longer route hence overcharged,husbsnjdj,Overcharged,2020-08-27 08:07:13-07:00,little
5,Your drive took the longest route!!! Intentionally. I was busy on phone only to find myself in a back route in ruaka ! How do you travel to ruaka from ridgeways when you are heading to UN close ? Worse experience ever,karakahu,Horrible experience,2020-08-19 04:40:40-07:00,little
1,"You will end up paying higher than the estimated  fare price .
Their rival Bolt cabs the fare is accurate and doesn’t change .",watumbili,Very Disappointed,2020-08-17 22:37:11-07:00,little
5,Cool person,Sheikh paradisantas,Review,2020-07-31 12:06:07-07:00,little
1,This app is very unreliable. This app is not user friendly. You still need to owk on the UI. You need the live feedback and constant communication with your clients. I managed to order but I couldn’t track and know where my order was or whether it was coming or not. It did not come and I couldn’t communicate with customer care to find out the issue. Fix that and get me my refund. That was a scam‼️‼️‼️.,barasaxi,User friendliness,2020-06-08 09:01:08-07:00,little
5,Little driver are always unhappy for several reasons frustrating us customers,Shodjenkins,Unhappy Drivers,2020-05-30 08:48:19-07:00,little
3,Ever since the new update the app isn’t working.,ArifMuhashammi,Not working,2020-05-23 13:39:58-07:00,little
5,Best local app in town I love it  ❤️,ngashgaga,I love it,2020-05-15 04:28:29-07:00,little
5,"He’s a professional driver,
Very clean car
👌",wanjoh,Perfect ride,2020-05-08 04:36:11-07:00,little
5,The corporate feature is great.,Kaysums,Cool,2020-05-04 00:50:43-07:00,little
5,Great service,iphone-user 1,Great service,2020-04-20 09:00:06-07:00,little
5,Little cab helped during my labor pains thanks a lot I had my little baby 10mins to midnight be blessed.,wambuli,Great help when I was having labor pains on little cab helped me to deliver a little baby girl.,2020-04-16 21:12:10-07:00,little
4,Is it possible to bill a credit/debit card as is the case with Uber and Bolt?,littleusernotyet,Card payment,2020-04-08 07:50:41-07:00,little
4,The driver was intruding and advancing in the client.,Abdulrahman Edle,Review,2020-03-14 00:56:21-07:00,little
5,I was a bit skeptical of this category at first till I decided to use it last week. I was a bit tired coming from work and thought it best to try it then. A courteous driver showed up and drove me home all the while paying attention to how he drove my car (I love it and can’t stand anyone disrespecting it by driving carelessly). All in all thanks Little for this service,Heri Agape,Drive Me,2020-02-10 00:29:21-07:00,little
5,Driver ask for much more the fare with excuse that the application is miss behave,"A , E, M",Different fare,2020-02-06 03:46:05-07:00,little
4,Good. Thank you.,BJCJEJ,Good service,2020-01-18 00:18:33-07:00,little
5,Great cab service. Any form of complaints on drivers or charges are responded to promptly. Plus the app has an SOS button in case anything happens during the trip. I feel safer using Littlecab,MrsKamuro,True to their word,2020-01-01 21:00:33-07:00,little
3,"App works great. However, a common issue I have experienced is Drivers and Riders could improve on communication especially when uninterested in taking trips. Timely cancellation ought to be encouraged to avoid inconveniences to the clients.",Kamojaa,Service Delivery,2019-12-10 00:28:35-07:00,little
5,I have been overcharged by Kshs 175. You had indicated 200-225. Please refund Kshs. 175.,Fenya!,Ms. Felister,2019-12-06 08:23:06-07:00,little
5,"Hello, I  have used little but I didn’t get the receipt, I emailed the customer service but they haven’t gotten back to me yet. I’m in need of the receipt for surrendering purpose in office.",ndungep,Receipt,2019-11-15 01:38:37-07:00,little
5,I can’t select mpesa as source of funds; hence can’t book since I don’t have little coins.,rckplgt,Little wallet-no way of selecting mpesa as source,2019-11-07 06:32:27-07:00,little
1,The app doesn’t work on IOS 13.0 and it’s very inconveniencing to those of us who use corporate,Ngugi Gatua,App crashing,2019-09-30 22:41:43-07:00,little
2,Crushing on launch on iOs 13,@IMMMM,Crush fix,2019-09-30 00:30:39-07:00,little
1,"Since the last update the app keeps on crashing. So I offloaded the app and downloaded it again, unfortunately I can’t get past the mobile phone registration, the app crashes there after.",Brian_Maleek,Crashes,2019-09-29 00:20:26-07:00,little
1,"On downloading the new app, i am unable to get started. When i key in my phone number and click “next” so as to get a verification code, the app exits, and returns me to the homepage. Please review.",Ka$he,App not launching,2019-09-28 03:14:25-07:00,little
1,New app is crashing on IOS 13.0,KOwino,App crashing,2019-09-27 12:31:14-07:00,little
1,App is still not optimized for iOS 13.1 and it won’t launch or even run. Done with it!!🤷🏽‍♂️,Goodman1050,App Crash,2019-09-26 03:12:48-07:00,little
4,"The new updates is impressive, but I am experiencing app crashes when using  version 9.7 of the app on iOS 12.1.4. 

It crashes whenever location isn’t enabled. 
Typing location manually doesn’t seem to work. 

Something the developers can look into? 

Regards.",Dush.,App crashes,2019-09-01 03:51:48-07:00,little
5,"These guys develop the app for Android first, iOS always fails!!!
Customer service is wanting and they always hang up when you send in your complaint. Swvl aye!!! despite the costs!!",Dekok Innocent,Don’t install this app if you are on iOS,2019-08-09 07:01:50-07:00,little
1,one of ur motor bike riders was very rude to me he even threatened me..,zav86,poor service,2019-07-31 08:52:16-07:00,little
1,"-It does not have the drivers contacts so that you can call them incase of anything.
-You can’t cancel once you requested a trip, this sucks when the driver is lost and you can’t call them cause there’s no contact info.
-To make it worse, with all these, the charges keep running 
- horrible app on an iPhone rather you use uber",shelly 254,Poor service on iPhone,2019-07-26 04:20:19-07:00,little
5,"Keep doing a great job guys, a few bugs here and there but I love that the developers in charge listen",Av3ng3rsAr1s3,Finally a user friendly interface,2019-06-15 05:08:25-07:00,little
2,There a bug on the iOS app that won’t let you input a promo code,anitaglam91,Bug,2019-05-07 04:44:15-07:00,little
1,Woo onto you is you want to download this app the user interface and experience is confusing and hard to understand. One has to really look for simple functions. The steps are tedious and you have to go through leaps and bounds to get a ride and secondly their customer service is non existence you have to wait for years before you get assistance and if you get there are no solutions DONT DOWNLOAD THIS APP use uber,Noelorocks,Bad User experience and customer service,2019-03-12 06:57:50-07:00,little
1,App has a bug on iOS specifically iPhone X. The new update has eliminated the crash but I still can’t select the pick up time,jayaseto,App doesn’t work (Little Shuttle),2019-03-03 14:25:34-07:00,little
3,The App keeps crashing every time I try and request for a ride.,Ki_KK,App Crashing on Apple Device,2019-02-16 00:16:27-07:00,little
3,"I have downloaded the app so that I may try the shuttle service tomorrow. Already booked the trip - More reviews on that.
However, right now I cannot see my upcoming trips on the app.",4Y_KE,Shuttle Trial,2019-02-06 09:49:48-07:00,little
4,Yesterday the app had issues almost all day and there was no official communication. As a corporate user the lack of information affected operations in our company and was rather disappointing.,PattWW,App downtime,2018-12-13 22:16:13-07:00,little
1,Why dont you have little cab drivers app on ios ?,dyviek,Little cab drivers app,2018-11-01 23:47:57-07:00,little
2,When you select the mpesa option the app always crashes can you fix this little cab for the rates you charge I would rather use a more reliable app like Uber,Johnthecabman777,Mpesa problems,2018-09-15 07:45:45-07:00,little
1,Pathetic app,Mhhob,Experience,2017-12-10 02:44:11-07:00,little
1,"The app hangs at the ""initializing"" stage. I have never used the app because of this. Nothing useful from the Facebook support.",Brobiddien,HANGING,2017-05-03 09:42:25-07:00,little
2,It doesn't work with Iphone well most of the time. Work on it,James mwangi,Ios,2017-04-18 14:20:49-07:00,little
5,"This update is absolutely amazing. Keep on improving the platform. Now hope we can get fare splitting option with time..

Much improved user experience",jonaochako,Great update,2017-04-05 14:14:18-07:00,little
5,"The app gets the job done but it could be better:
1) booking on a corporate account is a nightmare and could be streamlined - especially where no administrative authorisation is required. 

2) the app often appears to hang when your request for a ride has actually gone through. Easy for someone to make a double booking.",Aurelius M,Good...could be better,2017-02-25 05:10:44-07:00,little
1,App refused to update so I decided to re-install it. But now it's even refused to re-install,WanjikuOnyango,Update Failure,2016-12-12 07:54:35-07:00,little
5,The app has not been updating for a week now.,"Cathy Kaniu - Nairobi, Kenya",Not updating,2016-12-11 05:39:13-07:00,little
1,Cannot update or use app...why have it...!!!,Gakaria,App review,2016-12-09 09:09:32-07:00,little
5,"App freezes on estimate page stating an error OR fails to load destination locations. 
I deleted it for reinstalling but now it isn't installing at all.",Wanumz,Poor,2016-12-09 02:20:52-07:00,little
1,App will not update/download.,geekmsanii,Faulty Update,2016-12-08 13:26:34-07:00,little
2,This app refuses to update,Iniere,Update,2016-12-07 00:28:03-07:00,little
1,The new update isn't working i have uninstalled the app and it has refused to install back. Please fix it.,Sharzy92,Faulty update,2016-12-06 08:51:55-07:00,little
2,"The app refused to update. I deleted and tried to re download. It failed! Again!
Please fix this ASAP!!!!",Chero20,Not updating,2016-12-06 00:53:48-07:00,little
5,Great app and pretty convenient. No surges like über. I also get to chose who to drive me and the music I'd listen to in the car. And I can surf internet for free while in traffic or long rides. Keep up the good work guys.,Abner_N,Eng,2016-10-06 12:50:01-07:00,little
1,"Why is it that on reviewing ones profile, I am asked to enter a new password which is never accepted? Please make it easier for your customers to be able to update their profiles with ease.",BobNyachiro,Distasteful Profile update!,2016-08-09 11:29:45-07:00,little
1,Horrible UI. Good idea with the ladybug cabs but other than that it's a horrible venture for safaricom and an expected venture for craft silicon.,Customer254ea,Distasteful,2016-08-07 14:01:00-07:00,little
5,The verification code never came no matter what we did. This is the story of 3 very frustrated almost users of little cab,Acelass02,Verification code,2016-07-10 08:04:10-07:00,little
5,Safe and very affordable and time keeper,Brayosen Media,Safety,2025-04-21 04:33:10-07:00,bolt
3,One day I was in isli with my mother then we ordered an bolt to go to feroze then the Uber driver said that he can’t take  us to our destination because we had a baby that was only three and  a half years so we  had to cancel him and get another one and it ten in the morning so he complained with my mother until  eleven in the afternoon I’m never using bolt ever again.,bolt worst customer,Doesn’t know destination,2025-04-12 07:06:06-07:00,bolt
5,"No complaints! Very professional driver capable of insightful conversation 
Good stuff.",Mbîri,Happy!!,2025-03-30 19:58:45-07:00,bolt
1,"1st problem with bolt is they show different prices on driver & rider, 2nd they won’t delete your account after you request the deletion, and they remove the “Delete my account” option completely and I believe that’s illegal. 0/10.",Yvng Sebastian,Worst app,2025-03-30 06:33:26-07:00,bolt
1,I personally rude bolt on a daily and more than occasion I felt absolutely safe.One driver actually told me he would rape and murder me do to a promo given to me by the bolt app.He then dropped me in the middle of nowhere in a place that I was not even familiar with.The drivers are able to conduct themselves in this manner do to lack of consequences.I reported it only to find out absolutely no action was taken against the driver.,deeehsbs,Fear for my safety and life,2025-03-24 18:51:34-07:00,bolt
1,"Nowadays you request, the driver takes forever to come. When they arrive that is if you haven’t requested another one they ask where you are going and the fare projected, and then they ask you to pay more. Some go to an extent of cancellation of rides long before you arrive at the destination then they over charge you.",DFN😎,Drivers,2025-03-13 03:48:09-07:00,bolt
2,"This app is failing. Drivers are either too far, or rude, or asking for more money, or simply just being unpleasant. I have had all unpleasant experiences with them",Mejja Genge,Drivers?!,2025-03-09 11:55:30-07:00,bolt
1,"I honestly feel like the app should be more strict with the drivers cause. Tell me why I just took a ride and the driver told me to pay for after the ride. and after arriving to the destination, I’m walking to the gate to enter my ride then he canceled and I can’t even find him anymore. His number doesn’t go through. Tell me why this happened,this app should just stay up. I just lost my money and I’m going to school I honestly don’t like it and this was the last straw. I’m logging out of this app. bolts if I find you if I find you balls in the find your manager for Kenya or I don’t know he has to answer. He has to give me answers cause I’ve been kidnapped on this app. I’ve been threatened. I honestly hate  this app if I find your bolt😤😤",Bolt victim 001,CONNED BY DRIVERS,2025-03-04 19:17:14-07:00,bolt
1,"Drivers have no manners they tap the arrived button even tho they are far away,cancel on you and even fight you about prices",Halsa.—,Ghetto app and very unsafe,2025-02-19 02:55:10-07:00,bolt
1,"Bolt foods and bolt is a scam, they refuse to refund your money for cancelled orders, the customer service team is just apologies and no resolution",Never again🤦‍♀️🤮,Frauds and thieves,2025-02-14 10:41:47-07:00,bolt
1,"The app was self requesting rides to places i don’t want to go, drivers were calling me asking where I’m going and the whole time I’ve not ordered a ride. The last straw was when the app kept doing that even when i uninstalled it from my phone!!?",yoVlone2.0,Mysterious requests,2025-02-12 10:11:14-07:00,bolt
3,Nice ride . Hospitable driver,Isabella Osanya,Hospitality,2025-02-08 12:14:40-07:00,bolt
4,"Sometimes the driver in the pic is not the one who shows up! Different driver, same car! Or different car-same driver, you feel me?Not the First time. Not safe at all even for men! As I am requesting a ride, maybe before a driver press’s that button saying that he’s arrived, me, as a customer can have a button to concent to the fact that the original driver or car ACTUALLY came.",Zac Savage SMG,Bolt is okay BUT,2025-01-27 06:30:23-07:00,bolt
2,See to it. I have been robbed 40/- as my discount.,mama Lyle,Got a discount and the rider declined to agree to it. TAK2U2XPKM Confirmed. Ksh180.00 sent to Enock,2025-01-20 00:26:11-07:00,bolt
5,The drivers conduct is on top notch … they nolonger ask for addition of some money from clients. I think you sorted them and added them on the %. Congratulations,Kabugi sue,Drivers,2025-01-15 22:43:20-07:00,bolt
1,I paid for a ride. The driver cancelled and they never refunded me. Terrible support agents. Not recommend.,123halflife,Don’t refund as they say.,2025-01-14 04:18:52-07:00,bolt
1,"Bolt drivers in Mombasa are very rude and greedy. they demand more money than what the app states.If you refuse to give them, they will all gang up on you - this happened to me on 6th January 2025 at Moi international airport. 
As such the discounts given by the app are not helping rather they make the ride irritable. I think Bolt should look into this.Surprisingly this only happens in Mombasa Kenya.",Saltutu,Rude Drivers in Mombasa Kenya,2025-01-13 22:18:10-07:00,bolt
1,The drivers are very rude and use very bad language.,Najuuuuz,Rude Drivers,2024-12-25 05:53:07-07:00,bolt
5,Very friendly and very good driving and good company,wela007,Amazing,2024-12-20 01:12:32-07:00,bolt
1,Harassing drivers,Huud DMZ,The drivers are harassed and unhappy the peyments is very unfair,2024-12-13 06:52:36-07:00,bolt
1,I ordered a ride earlier and i paid before the driver came to Bolt not the driver and the driver wanted more money but i never had it so i canceled the ride and the money was to be refunded so that i get a better driver who was not gonna steal part of my money so I could get home but my money wasn’t refunded and i had no way to get home until i asked someone to pay for me and i never had any money they said I should give them 3 hours which i did now its 5 hours ago i just want my money back,Kingdesira,Bolt is a scum,2024-12-12 09:03:58-07:00,bolt
1,Why do i have to pay the driver to confirm my order. I hate this app. It is the worst. DON’T DOWLOAD IT PLEASE!!!!!!!!,Mr nyagol,Poor services,2024-12-09 04:37:41-07:00,bolt
1,My case being handle by 5 agent and no one could assist me,Shekuwe,POOR CUSTOMER SUPPORT,2024-11-15 07:13:05-07:00,bolt
1,"Drivers keeps on cancelling rides, so unrealible, rude drivers nothing fascinating about this app.",123 white,Unrealible drivers,2024-11-12 10:23:19-07:00,bolt
1,"Driver went off map increasing the price and support were not able to assist in any way, use Uber instead, much safer and better support.",KennyM254,Driver went off route and support let him overcharge,2024-11-06 13:20:05-07:00,bolt
1,Not the Bolt that was in the earlier years if starting in Kenya. The app shows kes.800 but the driver demands kes.1200 like what the h*ll ? Not safe at all nowdays,Sad Cliet 😡,Begging Drivers 😡,2024-09-26 04:21:06-07:00,bolt
1,The app is known for poorly paying and treating its drivers. That’s why they’re always nagging you before and after the trip. We don’t mind paying more but improve the earnings for drivers so they can be on the road for few hours and reduce road accidents!!,Xilef witio,The app poorly remunerates drivers!!!,2024-08-26 00:08:14-07:00,bolt
3,The app was great but the driver quality has greatly declined. Drivers nowadays threaten and demand more than what the app indicates should be paid. Makes you feel worried for your safety. Customer complaints aren't being taken seriously by management letting drivers do whatever they want,Client254,Poor management,2024-08-13 01:23:09-07:00,bolt
5,Why was I double charged for Wilson Airport?,sua28,Unexplained fare charges.,2024-08-11 01:53:24-07:00,bolt
5,"Cool driver
Highly recommended 
You will get home safe whatsoever",Kaku Val,Driver,2024-08-09 18:33:39-07:00,bolt
1,"The drivers are so rude and unruly. It’s also very unsafe. In my opinion, it shouldn’t even be allowed on the App Store. App Store should really review the kind of apps that they put in these platforms.",king.sapper,The worst taxi app,2024-07-30 23:02:01-07:00,bolt
1,"Worst cab app to use in Kenya
Drivers harras customers",nicole.liyai,Harassment,2024-07-27 11:06:21-07:00,bolt
1,My trip ended up triple the amount,Hailen Kenya,Overpricing at the end of the trip,2024-07-26 10:59:27-07:00,bolt
1,"Lock this App, close it down 👎🏽",313C,Negative,2024-07-24 06:49:22-07:00,bolt
1,Very bad app i have never seen,isrealu,Very bad app,2024-06-10 15:44:02-07:00,bolt
5,💯💯,KC Elias,One of the best if not the best,2024-06-07 14:23:48-07:00,bolt
1,"It wasn’t the driver but the app. I ended the trip short(about 2km in) cause I had no reason to go any more(my class was cancelled) but I was still charged FULL PRICE!! 
ABYSMAL. 

Also I have realised that you show the bikers a larger price than you show to people so we always get into arguments with them. Shame on you",Anonymous 🤲🏽,HORRENDOUS CHARGES,2024-05-28 00:26:50-07:00,bolt
1,"Quack drivers and management in the app. Kindly abstain from using this app, you will get inconvenienced and rude treatment",MburuH,Drivers…,2024-05-23 22:20:50-07:00,bolt
1,This certainly is the worst taxi app I’ve so far used -very poor conflict resolution,Wetangula,Poorest taxi app.,2024-04-18 20:27:58-07:00,bolt
5,"You are doing a great job, prompt, punctual, friendly and reliable!",Kaprotuk Cherotei,Kudos!,2024-04-18 05:24:10-07:00,bolt
1,Have had many security issues with their drivers and upon complaining Bolt doesn’t actually do anything about it …… their licenses should be revoked,irfuu.17,Unprofessional and not safe at all,2024-04-12 01:35:12-07:00,bolt
1,This app is so bad don't download the drives steal from you and the car will never be clean or even smell fresh. After the last incident of rape i thought bolt would change its ways but no it did not. it is messed up BOLT IS NOT WORTH IT.,Tommybaby6t4,How my bolt experience has been,2024-03-26 22:29:21-07:00,bolt
