reviewer,rating,date,text,source,company,response
WanjikuOnyango,1,2016-12-12,App refused to update so I decided to re-install it. But now it's even refused to re-install,app_store,little,False
"Cathy Kaniu - Nairobi, Kenya",5,2016-12-11,The app has not been updating for a week now.,app_store,little,False
Gakaria,1,2016-12-09,Cannot update or use app...why have it...!!!,app_store,little,False
Wanumz,5,2016-12-09,"App freezes on estimate page stating an error OR fails to load destination locations. 
I deleted it for reinstalling but now it isn't installing at all.",app_store,little,False
geekmsanii,1,2016-12-08,App will not update/download.,app_store,little,False
Iniere,2,2016-12-07,This app refuses to update,app_store,little,False
Sharzy92,1,2016-12-06,The new update isn't working i have uninstalled the app and it has refused to install back. Please fix it.,app_store,little,False
Chero20,2,2016-12-06,"The app refused to update. I deleted and tried to re download. It failed! Again!
Please fix this ASAP!!!!",app_store,little,False
Abner_N,5,2016-10-06,Great app and pretty convenient. No surges like über. I also get to chose who to drive me and the music I'd listen to in the car. And I can surf internet for free while in traffic or long rides. Keep up the good work guys.,app_store,little,False
BobNyachiro,1,2016-08-09,"Why is it that on reviewing ones profile, I am asked to enter a new password which is never accepted? Please make it easier for your customers to be able to update their profiles with ease.",app_store,little,False
Customer254ea,1,2016-08-07,Horrible UI. Good idea with the ladybug cabs but other than that it's a horrible venture for safaricom and an expected venture for craft silicon.,app_store,little,False
Acelass02,5,2016-07-10,The verification code never came no matter what we did. This is the story of 3 very frustrated almost users of little cab,app_store,little,False
Brayosen Media,5,2025-04-21,Safe and very affordable and time keeper,app_store,bolt,False
bolt worst customer,3,2025-04-12,One day I was in isli with my mother then we ordered an bolt to go to feroze then the Uber driver said that he can’t take  us to our destination because we had a baby that was only three and  a half years so we  had to cancel him and get another one and it ten in the morning so he complained with my mother until  eleven in the afternoon I’m never using bolt ever again.,app_store,bolt,False
Mbîri,5,2025-03-30,"No complaints! Very professional driver capable of insightful conversation 
Good stuff.",app_store,bolt,False
Yvng Sebastian,1,2025-03-30,"1st problem with bolt is they show different prices on driver & rider, 2nd they won’t delete your account after you request the deletion, and they remove the “Delete my account” option completely and I believe that’s illegal. 0/10.",app_store,bolt,False
deeehsbs,1,2025-03-24,I personally rude bolt on a daily and more than occasion I felt absolutely safe.One driver actually told me he would rape and murder me do to a promo given to me by the bolt app.He then dropped me in the middle of nowhere in a place that I was not even familiar with.The drivers are able to conduct themselves in this manner do to lack of consequences.I reported it only to find out absolutely no action was taken against the driver.,app_store,bolt,False
DFN😎,1,2025-03-13,"Nowadays you request, the driver takes forever to come. When they arrive that is if you haven’t requested another one they ask where you are going and the fare projected, and then they ask you to pay more. Some go to an extent of cancellation of rides long before you arrive at the destination then they over charge you.",app_store,bolt,False
Mejja Genge,2,2025-03-09,"This app is failing. Drivers are either too far, or rude, or asking for more money, or simply just being unpleasant. I have had all unpleasant experiences with them",app_store,bolt,False
Bolt victim 001,1,2025-03-04,"I honestly feel like the app should be more strict with the drivers cause. Tell me why I just took a ride and the driver told me to pay for after the ride. and after arriving to the destination, I’m walking to the gate to enter my ride then he canceled and I can’t even find him anymore. His number doesn’t go through. Tell me why this happened,this app should just stay up. I just lost my money and I’m going to school I honestly don’t like it and this was the last straw. I’m logging out of this app. bolts if I find you if I find you balls in the find your manager for Kenya or I don’t know he has to answer. He has to give me answers cause I’ve been kidnapped on this app. I’ve been threatened. I honestly hate  this app if I find your bolt😤😤",app_store,bolt,False
Halsa.—,1,2025-02-19,"Drivers have no manners they tap the arrived button even tho they are far away,cancel on you and even fight you about prices",app_store,bolt,False
Never again🤦‍♀️🤮,1,2025-02-14,"Bolt foods and bolt is a scam, they refuse to refund your money for cancelled orders, the customer service team is just apologies and no resolution",app_store,bolt,False
yoVlone2.0,1,2025-02-12,"The app was self requesting rides to places i don’t want to go, drivers were calling me asking where I’m going and the whole time I’ve not ordered a ride. The last straw was when the app kept doing that even when i uninstalled it from my phone!!?",app_store,bolt,False
Isabella Osanya,3,2025-02-08,Nice ride . Hospitable driver,app_store,bolt,False
Zac Savage SMG,4,2025-01-27,"Sometimes the driver in the pic is not the one who shows up! Different driver, same car! Or different car-same driver, you feel me?Not the First time. Not safe at all even for men! As I am requesting a ride, maybe before a driver press’s that button saying that he’s arrived, me, as a customer can have a button to concent to the fact that the original driver or car ACTUALLY came.",app_store,bolt,False
mama Lyle,2,2025-01-20,See to it. I have been robbed 40/- as my discount.,app_store,bolt,False
Kabugi sue,5,2025-01-15,The drivers conduct is on top notch … they nolonger ask for addition of some money from clients. I think you sorted them and added them on the %. Congratulations,app_store,bolt,False
123halflife,1,2025-01-14,I paid for a ride. The driver cancelled and they never refunded me. Terrible support agents. Not recommend.,app_store,bolt,False
Saltutu,1,2025-01-13,"Bolt drivers in Mombasa are very rude and greedy. they demand more money than what the app states.If you refuse to give them, they will all gang up on you - this happened to me on 6th January 2025 at Moi international airport. 
As such the discounts given by the app are not helping rather they make the ride irritable. I think Bolt should look into this.Surprisingly this only happens in Mombasa Kenya.",app_store,bolt,False
Najuuuuz,1,2024-12-25,The drivers are very rude and use very bad language.,app_store,bolt,False
wela007,5,2024-12-20,Very friendly and very good driving and good company,app_store,bolt,False
Huud DMZ,1,2024-12-13,Harassing drivers,app_store,bolt,False
Kingdesira,1,2024-12-12,I ordered a ride earlier and i paid before the driver came to Bolt not the driver and the driver wanted more money but i never had it so i canceled the ride and the money was to be refunded so that i get a better driver who was not gonna steal part of my money so I could get home but my money wasn’t refunded and i had no way to get home until i asked someone to pay for me and i never had any money they said I should give them 3 hours which i did now its 5 hours ago i just want my money back,app_store,bolt,False
Mr nyagol,1,2024-12-09,Why do i have to pay the driver to confirm my order. I hate this app. It is the worst. DON’T DOWLOAD IT PLEASE!!!!!!!!,app_store,bolt,False
Shekuwe,1,2024-11-15,My case being handle by 5 agent and no one could assist me,app_store,bolt,False
123 white,1,2024-11-12,"Drivers keeps on cancelling rides, so unrealible, rude drivers nothing fascinating about this app.",app_store,bolt,False
KennyM254,1,2024-11-06,"Driver went off map increasing the price and support were not able to assist in any way, use Uber instead, much safer and better support.",app_store,bolt,False
Sad Cliet 😡,1,2024-09-26,Not the Bolt that was in the earlier years if starting in Kenya. The app shows kes.800 but the driver demands kes.1200 like what the h*ll ? Not safe at all nowdays,app_store,bolt,False
Xilef witio,1,2024-08-26,The app is known for poorly paying and treating its drivers. That’s why they’re always nagging you before and after the trip. We don’t mind paying more but improve the earnings for drivers so they can be on the road for few hours and reduce road accidents!!,app_store,bolt,False
Client254,3,2024-08-13,The app was great but the driver quality has greatly declined. Drivers nowadays threaten and demand more than what the app indicates should be paid. Makes you feel worried for your safety. Customer complaints aren't being taken seriously by management letting drivers do whatever they want,app_store,bolt,False
sua28,5,2024-08-11,Why was I double charged for Wilson Airport?,app_store,bolt,False
Kaku Val,5,2024-08-09,"Cool driver
Highly recommended 
You will get home safe whatsoever",app_store,bolt,False
king.sapper,1,2024-07-30,"The drivers are so rude and unruly. It’s also very unsafe. In my opinion, it shouldn’t even be allowed on the App Store. App Store should really review the kind of apps that they put in these platforms.",app_store,bolt,False
nicole.liyai,1,2024-07-27,"Worst cab app to use in Kenya
Drivers harras customers",app_store,bolt,False
Hailen Kenya,1,2024-07-26,My trip ended up triple the amount,app_store,bolt,False
313C,1,2024-07-24,"Lock this App, close it down 👎🏽",app_store,bolt,False
isrealu,1,2024-06-10,Very bad app i have never seen,app_store,bolt,False
KC Elias,5,2024-06-07,💯💯,app_store,bolt,False
Anonymous 🤲🏽,1,2024-05-28,"It wasn’t the driver but the app. I ended the trip short(about 2km in) cause I had no reason to go any more(my class was cancelled) but I was still charged FULL PRICE!! 
ABYSMAL. 

Also I have realised that you show the bikers a larger price than you show to people so we always get into arguments with them. Shame on you",app_store,bolt,False
MburuH,1,2024-05-23,"Quack drivers and management in the app. Kindly abstain from using this app, you will get inconvenienced and rude treatment",app_store,bolt,False
Wetangula,1,2024-04-18,This certainly is the worst taxi app I’ve so far used -very poor conflict resolution,app_store,bolt,False
Kaprotuk Cherotei,5,2024-04-18,"You are doing a great job, prompt, punctual, friendly and reliable!",app_store,bolt,False
irfuu.17,1,2024-04-12,Have had many security issues with their drivers and upon complaining Bolt doesn’t actually do anything about it …… their licenses should be revoked,app_store,bolt,False
Tommybaby6t4,1,2024-03-26,This app is so bad don't download the drives steal from you and the car will never be clean or even smell fresh. After the last incident of rape i thought bolt would change its ways but no it did not. it is messed up BOLT IS NOT WORTH IT.,app_store,bolt,False
jackdaniels1988,1,2024-03-20,When you order a ride it hangs and automatically charges your card but a driver didn’t even confirm the ride.,app_store,bolt,False
Koko gunn,1,2024-03-14,"I don’t want to waste my time typing anything this is the worst app ever 
Rather use Faras
Almost got raped and stolen from twice by their driver and when I reported they asked to give me a discount like for whaaat I actually need my refund bolt from the driver who stole from
Me!!!!!",app_store,bolt,False
Viena7,1,2024-03-05,Y’all are the worst!,app_store,bolt,False
jacksonmuli,1,2024-02-29,This driver arrived at pick point and saw the cathedral road we were to use had traffic. He then turned the car and drove off. He told me to cancel as he has headed to town. Instead i opted to use my car and left the app running. He cancelled later and lied he didnt spot me. Please check the spot of turning and my presence. Mannerless driver who needs to be cautioned.,app_store,bolt,False
Very Mad treated like a dog,1,2024-02-08,They will drop you in the middle of the road and tell you how ugly you are.,app_store,bolt,False
Hdtt try nvd yo bf,1,2023-12-31,Very unsafe,app_store,bolt,False
Hokage Takona,1,2023-12-20,"Terrible App, terrible drivers. Use this app at your own risk.",app_store,bolt,False
Brian Buju,1,2023-12-17,I wish there was a Zero star rating please Use UBER instead,app_store,bolt,False
Martin Muriithi,1,2023-12-10,"Maybe I should begin by pointing out that I reside in Kenya, and Bolt’s reputation has been tainted. I thought it was a hoax until I had a bad experience with a driver myself. On three different occasions.

(a) So on occasion I booked a ride, and the driver showed up in a different vehicle from what is indicated on the app, and also ended the trip before reaching the destination for some nonsensical reason. Very rude as well. 

(b) After I booked a ride, a driver called and asked where I was going, then he ended up telling me he can’t take me there at that price. He literally told me to use another app 😨

(c) Another driver also called and asked how much is price is indicated on my phone for the trip. Literally asked me to pay more.

My advice to anyone would be to avoid paying these Kenyan drivers in cash. Rather, pay using a card. That way you won’t get into heated arguments when they ask you to pay more. Also the management should take such misconduct seriously. Charges are between the user and Bolt, not the driver and user.",app_store,bolt,False
Gmanke,1,2023-12-03,They fail to deliver and refund money!,app_store,bolt,False
Herwer-Haweed,5,2023-11-06,"Some drivers when you have requested for vehicle they call and ask where are you going and how much is it shown and when you tell and they said it’s very less mama I can not send you with that amount

But that amount is what is shown in the app and disagree with it

I don’t know how we can work around like this",app_store,bolt,False
Mo2023@Joe,1,2023-10-12,"Bolt prioritizes its drivers over customers, often neglecting the customer complaints with generic computer-generated responses that dont come up with any result. The drivers often display rudeness, disrespect, and unprofessionalism when using the Bolt app. Safety measures are inadequate and sluggish, making it unsafe for nighttime or remote area use where assistance may be hard to obtain.",app_store,bolt,False
Endorapt,1,2023-10-02,Bolt keep asking for ID and selfie… Of all the years we’ve used it this when they realized they need client selfie.,app_store,bolt,False
NjokiB,1,2023-09-18,I’m never using bolt a few weeks ago I used bolt boda and the driver didn’t use the route that he was supposed me and this ended up in a heated argument because I filmed him and started screaming until people came my rescue. I reported the issue to bolt and they advised me to go to a police station and send them a picture of the OB number. They later called and said they’ll direct the guy to the station which they never did few days later they asked me to go ask the investigating officer to send and email and I told them I’m currently out of town. The guy had broken my iphone and ran drove away with my 1000kes that I had paid prior since he wanted to pass by a petrol station and ask for loose change. Few days later bolt out of their negligence closed down the support case and that’s how I never go justice! Bolt should be boycotted i’d rather spend a lot on Uber and be assured of my safety rather than use bolt again.Cheap is expensive guys!!,app_store,bolt,False
Himuselfu,5,2023-09-18,Good services,app_store,bolt,False
flx_mug,5,2023-09-02,Perfectly okay,app_store,bolt,False
Bananasoverdose,1,2023-09-01,"On the 30th of June 2023 at 21:30 I was headed to an art gallery opening my friend invited me to and I used bolt as I have many times. But this bolt driver ended the trip shortly after the trip started before I arrived to my destination, and when I asked him why he ended the trip, he locked the car and started speeding while ignoring me. To my luck, there was a big speed bump ahead, so he slowed down, which allowed me to open the back door and try to jump, but he grabbed me by my neck and my jacket collar, and he said you’re not going anywhere. I started hitting his head with my phone until he stopped driving and I was screaming, so people gathered around, and he had the audacity to say he was only fighting me because I had refused to pay him, which was a lie. No one believed me when I said he was trying to kidnap me, so I had to pay him so he would leave me alone. I am for sure not using ever again in my life. I’m just gonna stick to Uber.",app_store,bolt,False
otf300von,1,2023-08-19,Bolt drivers are thugs and conmen. 0/10 experience.,app_store,bolt,False
@@@$$$z,1,2023-08-14,The help function is blank meaning use it at your own risk? Or what is the deal here?,app_store,bolt,False
M.kilas,5,2023-08-08,"For your safety, it's advisable to consider using alternative transportation companies instead of Bolt. During my last trip with them, the driver forcibly took 5,000 KSH from me, which raised concerns about passenger security.",app_store,bolt,False
marvel0001,4,2023-08-06,Consider adding dark mode to your app. Add settings tab to customize functions,app_store,bolt,False
nashsaidso,2,2023-07-13,"Very unprofessional drivers, what’s the point of having a discount if the drivers will harass you to pay more",app_store,bolt,False
Maa lib,1,2023-07-05,Just when we thought we are safe with lady drivers!! CHRISTINE GUCHU-0707 693062 Bolt driver KCL 618Z attempted to kill me by pushing me out of the moving car because i had a discount offered to me by Bolt itself!! She forced me to pay me!!,app_store,bolt,False
kydlhdudhlxkf,1,2023-07-05,Terrible,app_store,bolt,False
Shawn Aranda,5,2023-07-05,Good driver. The best.,app_store,bolt,False
Elmwamba,1,2023-07-03,"Riders are thieves, dint try sending packages and parcels",app_store,bolt,False
Nairobi Citizen,1,2023-07-03,"Do not use bolt, their drivers are rude.. and rapists.",app_store,bolt,False
Tyson Jumba,5,2023-07-02,The drivers are goodand curteous,app_store,bolt,False
Ray-47,1,2023-06-22,Bad drivers and cases of kidnapping here in Kenya. Ride at your own risk.,app_store,bolt,False
Bahati Mzuri,1,2023-06-19,"Terrible, Ibrahim hadn’t arrived and said he had. We had to call another rider.",app_store,bolt,False
bcmbi,1,2023-06-13,"Not safe especially for women. Cars don’t match plates, drivers use child lock to trap you in. And two young girls were recently kidnapped for ransom. Not wise to use this taxi app.",app_store,bolt,False
Koutou-kai,3,2023-06-08,Driver had a very inappropriate behavior for my first trip because I had 50% discount. She trew the money on me and refused to accept the discount. I decided to pay the whole amount.,app_store,bolt,False
mina tokio,1,2023-06-05,The price is too high this days and there is no discount. The drivers are too rude and talk aggressive,app_store,bolt,False
olwaybie,5,2023-05-31,Amazing,app_store,bolt,False
Tifu kev,1,2023-05-17,How can you block the user when the riders are rude and abusive hence they don’t move and long pickup time when one cancels to order another ride you block them…..really inconveniencing,app_store,bolt,False
danchumba,1,2023-05-06,"Bolt customer service here in Kenya is poor poor…. If you’re a rider like me kindly use other app like Uber,wasili,YEGO,little cab,Faras and etc. for your safety use those apps i mentioned there. Don’t risk using bolt there drivers are very rude. I can rate bolt zero star. Useless app",app_store,bolt,False
12maya,1,2023-04-09,Unlike Uber where they’ll show you the map from starting point to the end. Bolt doesn’t and I had to pay double and a delivery which was 33 minutes took 1 hour 41 minutes simply because the rider used my trip to pick other people . Very bad experience.,app_store,bolt,False
Lemjnr,5,2023-03-17,"Best ride in town,,,,amazing discounts for loyalists😊",app_store,bolt,False
customer tn,1,2023-03-14,Their customer service is poor to none.,app_store,bolt,False
Trail B,1,2023-03-09,I wish I could attach a screenshot of how unhelpful their customer service is when it comes to misplaced items,app_store,bolt,False
😉🥸,2,2023-03-09,The drivers act like they are entitled to a tip. They show some level of attitude if you send the exact amount. Some even go on to tell you to add tip on top. They are careless and arrogant. I doubt it there’s anyone in Kenya who’d ever praise the bolt services. Ahh good motivation to have your own car always.,app_store,bolt,False
dvk cf,5,2023-03-07,Very convenient and affordable!!,app_store,bolt,False
istu02,1,2023-01-20,U,app_store,bolt,False
star888888887754332,1,2023-01-13,This guys are just rude and they just cancel.,app_store,bolt,False
Donfer2022,5,2023-01-08,"Polite and courteous driver. 
Clean vehicles at all times.",app_store,bolt,False
Farhiya2021,1,2022-12-29,This is worst app for a customer I had a lot of bad experience because of the driver I applied one and I was I. A hurry the payment said 310 KSh when the driver came he asked me the payment it says and I told him the amount and he said mine says 570 ksh and I was in a hurry in somewhere he finally agreed 500 and the other time I applied and when the rider came I told him the payment that is written there and he said ok after I reached my destination I didn’t had change so I gave him 400 the amount was 340 and he refused to give me the 60 saying he thought I said 440 and that was enough for me I had to delete the app no more nonsense,app_store,bolt,False
ali inayat,5,2022-12-27,The cars are on time and easily available.,app_store,bolt,False
somewhere in 254,1,2022-12-27,"Some of your drivers are rude, overcharge customers and totally unhelpful. They offer poor customer service.",app_store,bolt,False
kanzi 019,5,2022-12-16,"Was overcharged for a trip above the amount on the app…
How can I get my refund",app_store,bolt,False
254 lover,5,2022-12-14,"Worst experiences ever recently a bike guy just ran off with my goods and switched off his phone,another one started my trip and never showed up so I ended up paying for a ride I never went one!Bad experiences bolt drivers are thieves",app_store,bolt,False
humesa,3,2022-12-04,"U guyz ur servers is bad and horrible,nowadays some drives they call you and ask you where are you going,out of respect they pick another client while you are waiting fr them . If the they can’t going certain place they can just call and Jst keep waiting fr them
I can see see you guys aren’t taking my prom lee too serious. Because why is the bolt drives are asking the money before picking you what is that  behaviour",app_store,bolt,False
RinaMooty,5,2022-12-04,Bolt is reliable and safe. Asante,app_store,bolt,False
Yassirito 17,3,2022-11-22,You should focus on the passengers safety coz the drivers have been taking advantage of your soft measures,app_store,bolt,False
docmutua,5,2022-11-15,5stars,app_store,bolt,False
barasaxi,1,2022-11-03,"This application has the worst response time for their customer care. Earliest response is 2 days after and there don't really assist you as you expect them to.
Very poor !!!!!",app_store,bolt,False
njokeey,2,2022-10-28,Bolt needs to improve on their integration with satellite maps because sometimes the app doesn’t update with the driver’s location and even the driver says he got lost because the app wasn’t directing him accurately! Do better please.,app_store,bolt,False
redd_cam1,1,2022-10-24,"Some drivers ask for higher fee than that shown in the app.
Others make fuel stopovers during the trip which ends up lengthening the trip.
Most decline card payment.
The number plate doesn’t usually match the car/bike at times.",app_store,bolt,False
wuod salome,5,2022-10-16,Cool ride,app_store,bolt,False
rgelkbqzd,1,2022-10-09,"Had a nice trip today 9th October but mistakenly paid the driver twice even after adding him a tip. Tried to reach him on phone severally he aint picking sent him text messages tried to reverse through saf but hed already used the money. Called him through the app still no response. Id like to get my refund please.
Driver- kevin
Kcz 511M
Toyota passo 
Ongata rongai: 00:41
C58 237 01:08",app_store,bolt,False
A c issa,5,2022-10-08,But dear bolt tell your IT staff to stop violating privacy rights of your customers I mean viewing our locations while we are not using the app ( they try to view your location even if you have given the app a permission to your location (while using  the app only,app_store,bolt,False
ndareo,5,2022-09-29,Good rider,app_store,bolt,False
Elisha kibet,1,2022-09-20,Very fake,app_store,bolt,False
samdave69,1,2022-09-15,Cumbersome process of ordering cabs. Preselects driver for you and unable to crowdsource. Quite the pointless app.,app_store,bolt,False
Steve Mulwa,5,2022-08-02,All great. Keep it up,app_store,bolt,False
naish97,1,2022-07-23,"I had the worst driver ever today this man told me to pay for car wash coz my daughters food spilled on the seat it was very small area I swear ,he started shouting so loudly my kids were so scared ...his plate number is KCG 399A would never recommend anyone to ride with him",app_store,bolt,False
ArtisticIan,5,2022-07-22,"Excellent services, swift pick up",app_store,bolt,False
Zechariah Githinji Warutere,1,2022-07-07,"Driver name: Patrick
Phone number: 0780811579
 
Kindly avoid this driver because he just called me stupid and went out of his way to hurl insults at me even after I hung up on him due to his harsh words. If I find this driver again I will never use Bolt again.",app_store,bolt,False
m_eeh,1,2022-06-19,IF YOU ARE FEMALE DO NOT USE THIS APP,app_store,bolt,False
faith KE,1,2022-06-16,All drivers I have interacted with have been so rude and unprofessional. Getting mad at the customer for discounts given on the app. Have had a terrible experience with them. Can’t give them a chance anymore. Not safe for women neither during the day nor night. Such a waste!,app_store,bolt,False
Mmhcafchhfuvi,1,2022-06-15,"Pathetic. Just Pathetic!

They’ll deduct money from your debit card even when a driver has canceled the trip. Take you in circles even after you’ve given them all the details on email as advised. All they’ll just tel you is be patient and you’ll never get refunded.
Awful customer care service! Just Harebrained antics!",app_store,bolt,False
Kibibi Salim,1,2022-06-13,"Most of your drivers ask for more money than what reads in the meter and are so not welcoming
You should do some follow up coz i am so not using bolt no more",app_store,bolt,False
Decago_444,5,2022-06-01,He charged me 200sh yet I was dropped halfway my destination since he was caught by a policeman breaking the law. I demand a refund . I ended up late for my interview,app_store,bolt,False
serah muhumed,1,2022-06-01,"I ordered a ride to a certain location and it came back saying I had to pay 500 shillings for the drive. I end up calling the driver and tell him to reach that location as fast as he can. He tells me it’s gonna take him three minutes and I say to him ok so I end up waiting for him eight minutes. When he reached .
I got in the car and he started to drive. At some point he started telling me ma’am do you know since we’re going to use the expressway you’re gonna pay double for your ride. I told him I wasn’t gonna pay double because the app told me I was paying 500. I told him but if the app changes the price and tells me now I have to add to price I would be willing to accept. He started basically shouting 
at me and kept telling me how my people(Somalis)
are mean and rude and how he wishes honorable Ruto would deport us back to our country the whole ride. When we reached the location I was heading he told me I had to pay him 1000shillings even though the app from his phone and from my phone kept showing I should pay him 500. I ended up giving him 1000shillings because I was late to where I was heading and he was scaring me and am just 20 years old girl. Am leaving this review here in hopes that the company does see it and does something about this rude drivers. I mean no offense but if my review is deleted I promise you I will write this as long as I’m alive. if you guys are not gonna do anything about this I suggest you write to me they you will not do anything about it at least then I can delete your app instead of secretly deleting my comments. Thank you for listening. Your most truthful customer.",app_store,bolt,False
dissatisfied dissatisfaction,1,2022-05-28,Your bolt food is run by scammers.,app_store,bolt,False
mafia the goat,5,2022-05-21,I haven’t seen such a good &easy driving,app_store,bolt,False
-sham--,1,2022-05-20,Why has my account been blocked,app_store,bolt,False
radz🥰🥰,1,2022-05-11,“Kuma mamako Malaya hii.ningejua siku utazaliwa ningeambia avae condom akumwage apo ndani.wewe ni mjinga kama mamako aliyelala ameinua miguu juu azae mjinga kama wewe” this is a text I got from a rider after canceling a ride with him. 🤣🤣🤣🤣 bolt is just circus as a whole 🚮🚮🚮🚮 Let’s go use LITTLE CAB THEY KNOW WHAT THEY ARE DOING 💯💯💯💯,app_store,bolt,False
mantyss,1,2022-04-24,need the hotline number to report a very rude and arrogant driver who had the gut to insult me via sms,app_store,bolt,False
sereyian,1,2022-04-12,How is someone requesting a ride using my number??????? How !!!!!!,app_store,bolt,False
wcikuu,1,2022-03-26,This app is not safe! Drivers are rude and can even leave you stranded!,app_store,bolt,False
Shaeeb,1,2022-03-25,App calls for rides without the knowledge of the user! Get calls from strangers saying I’ve asked for a ride when phone is inactive! What nonsense! App not even running in background! Goodbye BOLT!,app_store,bolt,False
Chok Nemy,5,2022-03-17,I really appreciate uour driver’ s professionalism except for a few who don’t give prompt communication,app_store,bolt,False
Jade_codm254,1,2022-03-11,"Today one of your employees asked for a higher price according to his “receipt” while on my phone it was 820 he demanded 1070 ?? How is this possible??? And please, if you want to offer help at least try to be formal with it and make it quick",app_store,bolt,False
Nimu89,1,2022-02-27,"Hello, your receipt system seems not to work. Please fix.",app_store,bolt,False
hp390245,4,2022-02-27,I suggest you should hire out drivers or cabs to your customers because this is a situation that occurs in many cities where a person might be having a car but he or she doesn't know how to drive or a person might know how to drive but he or she doesn't have a car.,app_store,bolt,False
CuteLittleTulip,1,2022-02-26,"They don’t do anything for the customer when the customer complains. The customer doesn’t care about a 500ksh discount when sth like their Safety was compromised. More action should be taken against the driver. People should refrain from using the app. A contact should be provided instead of chatting on an app with some robot for all I care. They should do better. If I could rate it a zero I would. I repeat, REFRAIN FROM USING THIS APP. Their customer service is trash!!!",app_store,bolt,False
DjLaserAfrica,1,2022-02-21,Take Care of Drivers then clients/riders will be taken care of! If not clients will be mistreated,app_store,bolt,False
kalagoya,1,2022-02-20,Roge company,app_store,bolt,False
chevykip,1,2022-02-19,Using drivers and taking advantage of their cars useless app#umbwakni delete it,app_store,bolt,False
Jone34c,1,2022-02-18,"Bolt basically seems to be promoting sexual assault and also physical assault which is evident in how they take no action against their drivers who are guilty. 
Their prices are never constant and keep on going higher which is honestly crap cause we budget the amount for a bolt cab.",app_store,bolt,False
eldon04,5,2022-02-15,the best customer service,app_store,bolt,False
gatiathi,1,2022-02-13,"A driver yesterday overcharged me . I didn’t realize it till I had sent already 
Up on asking him for my change he started being rude and asked me to get out of the bolt taxi. He literally came out to drag me out of the car.",app_store,bolt,False
mrs.zeshan,1,2022-02-05,Not only once but has happened several times when they demand higher fee than what has been indicated .this is not right  ..bolt you should end this fraud ..,app_store,bolt,False
Mum Lian,5,2022-02-03,"You guys are just amazing, I honestly love your services.",app_store,bolt,False
DavidEld,5,2022-01-14,It’s a perfect App,app_store,bolt,False
Kadizo,5,2021-12-31,"Friendly and patient driver, spacious car",app_store,bolt,False
Dont use Bolt,1,2021-12-19,They so rude and,app_store,bolt,False
Khakavo,5,2021-12-14,Perfect services. My favorite,app_store,bolt,False
billy kamiri,5,2021-12-14,Great timing and service and courteous staff,app_store,bolt,False
sularez,5,2021-12-04,After 3 attempt one driver answered all good now going to Eastleigh,app_store,bolt,False
Tanscy,5,2021-12-03,Happy,app_store,bolt,False
HAMDIANOS,1,2021-11-30,The amount of the money is being written and the amount of money you are paid is not the same and also they are some drivers who are talking in rude way . Mostly during the rainy season the amount of money increases and I don’t why ????,app_store,bolt,False
nobby abuor,5,2021-11-23,I dont know why people are rating this app 5star u will not pay for the original price which u saw in the app it always increases like i was suppose to pay 140 coz of discount but i ended up paying 600 i rather use uber coz they dont change the original price,app_store,bolt,False
real ENW,1,2021-11-23,I’m so done with bolt all these complains on social media n I’ve also had a bad encounter their drivers they are all arrogant,app_store,bolt,False
Mahad bhai,5,2021-11-15,I really love  it’s my favorite,app_store,bolt,False
bolt since 2017,1,2021-11-09,they show you less money the first time and when the ride is completed the money is almost doubled 🤦🏾‍♂️🤦🏾‍♂️,app_store,bolt,False
BWW_001,1,2021-11-03,I gave my package to be delivered somewhere and the bolt driver added waiting charges by parking his bike somewhere for thirty minutes before heading to the delivery location. Bolt’s brand is deteriorating by the minute.,app_store,bolt,False
tryt....,4,2021-10-30,I have a an issue with the person I used for  my evening trip I’d like to have his review page n write my issue for the rest who will see,app_store,bolt,False
olweru,1,2021-10-13,"Worst customer service,rude drivers and incompetent support staff",app_store,bolt,False
Lilian Mogoah,1,2021-10-05,"Bolt drivers are petty and unprofessional. Tiny annoying PSV mannerisms that continue to dissapoint. 
The cheap fares are not worth this. Leaving for Uber and PTG!",app_store,bolt,False
Kioney,1,2021-10-04,Equity goes both ways in equal measure to both genders. No to discrimination WORST SERVICE EVER!!,app_store,bolt,False
nkt 1236,1,2021-09-23,Don’t use it you will regret you will lose your money,app_store,bolt,False
michaelangelob123,1,2021-09-21,"Extremely disappointed in Bolt. The number of harassment cases that have occurred without your immediate assistance is just tiring. Then you include women only, ONLY AFTER NUMEROUS COMPLAINTS and increase the price .. wow.",app_store,bolt,False
Goldust6😎,1,2021-09-19,You people are biased aganist men. Change or the entity will perish,app_store,bolt,False
blurrygremlin,1,2021-09-18,"This for the company being inhumane and insensitive to drivers who do the big part of your company’s work. 
It’s been a ride but we’re deleting the app. #DeleteBoltApp",app_store,bolt,False
mkambodia,1,2021-09-18,"There is a video here in Kenya of a male driver being assaulted and stoned by unruly drunk female passengers, they tatter his license and what does Bolt do, they suspend the driver’s account. This shows they support violence and sanitize abuse. Very misandrist tendencies and policies#deleteboltapp",app_store,bolt,False
_champez,1,2021-09-18,All round poor service. Rude drivers always demanding more money. Drivers picking up clients with different vehicles. 🙁🙁🙁,app_store,bolt,False
kdantezzz,1,2021-09-18,Worst app,app_store,bolt,False
Smyjer,1,2021-09-18,👎🏾👎🏾,app_store,bolt,False
#delete bolt,1,2021-09-18,Very useless and  poor management,app_store,bolt,False
